sharpness,exposure,contrast,color_balance,effective_resolution,framing,coherence,rho,p_value,kind
0.04794022653215356,0.11705717227922931,0.03842102149745222,0.0027857495767921237,0.11285919804405785,0.5422462999539971,0.1386903321163177,0.6538915264695955,2.6172829938563893e-07,random
0.2316978605108166,0.06975482344003257,0.15282620388997187,0.06564246308594361,0.10156260843918082,0.3246330688540951,0.05388297177995955,0.6538432117417641,2.624402873382939e-07,random
0.3006767559596949,0.10292116221819671,0.058404985823678326,0.04742872717139253,0.0370866096307349,0.32584465078166047,0.12763710841464224,0.6537948970139327,2.6315408482905294e-07,random
0.16738879075514362,0.09110062131173541,0.10787498763788755,0.17254534495485083,0.05226221897981225,0.30434816675376536,0.10447986960680487,0.65369826755827,2.645871254915192e-07,random
0.030731373608500288,0.11522875201185241,0.032605199411544626,0.10284575531022759,0.009793931763867137,0.2722605402961664,0.4365344475978416,0.6532151202799564,2.7186236018592843e-07,random
0.04837585221285756,0.07037536464775238,0.1595934926615361,0.012957296674091233,0.1449942922599851,0.3143800007670517,0.2493237007767259,0.6529735466407997,2.7556966963031183e-07,random
0.10003704955732536,0.008814386933243804,0.1280048761669627,0.17685053674451276,0.07372270443305762,0.4876967628676544,0.0248736832972434,0.6529252319129684,2.763167770216939e-07,random
0.19707024173105903,0.09249757765565088,0.06276143108957699,0.06120956232999587,0.03126155345320877,0.2542196773374826,0.3009799564030258,0.6526353435459801,2.808393124808836e-07,random
0.16576519348033084,0.056039682872565805,0.037374156977740415,0.011874276142625073,0.07734342862703072,0.5076390371231548,0.14396422477655235,0.6526353435459801,2.808393124808836e-07,random
0.08789636987442719,0.02592779553325241,0.19730798343919886,0.07151880673791645,0.0380510479382906,0.24589283631933723,0.33340516015757726,0.6522971404511606,2.8620298610732536e-07,random
0.2680456266760955,0.025390630465511575,0.12309981193129745,0.11855217949469708,0.0781567119188708,0.24031506827174287,0.14643997124178465,0.6522005109954979,2.87752952087247e-07,random
0.10486722888185611,0.1720028508693638,0.054458517540728835,0.14918352015890252,0.09192878604016537,0.42445339480160676,0.0031057017073766687,0.6521521962676665,2.88530872505411e-07,random
0.1355206556550541,0.14762429085302783,0.00920495187934129,0.05393938241012511,0.053295277195127846,0.5874570311074391,0.012958410899884665,0.6521038815398351,2.893107573235992e-07,random
0.17841611388583437,0.01599620129331048,0.13035738983606646,0.051988175877332794,0.2114986025906555,0.2740382547337082,0.13770526178309225,0.6512342164388707,3.0368988660377324e-07,random
0.10414186165393449,0.062263969354483605,0.09151674482687312,0.012267696574803906,0.121558077018042,0.42980691928076664,0.17844473129109628,0.650992642799714,3.0780098447796265e-07,random
